titles,price,selas,url,pi_url
9期免息【抢无线充+手表】Samsung/三星 Galaxy S8 SM-G9500手机,5688.00,68,https://detail.tmall.com/item.htm?id=553850750994&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/122334920/TB18gxDSFXXXXb0aXXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8 Plus S8+ 港版港行代购128g皇帝手机现货,4350.00,68,https://item.taobao.com/item.htm?id=547677882818&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/22456878/TB2DJ3Dy.dnpuFjSZPhXXbChpXa_!!22456878.jpg
Samsung/三星 GALAXY S8+ S8韩版港版美版6G+128G高配G9550 G9500,4000.00,65,https://item.taobao.com/item.htm?id=551972002364&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/17224703/TB2nXLCXh5CJuJjSszcXXawVVXa_!!17224703.jpg
9期免息【送无线充】Samsung/三星 Galaxy S8 SM-G9500全网通手机,5688.00,62,https://detail.tmall.com/item.htm?id=553854630576&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1748565978/TB1NECGSFXXXXb3XFXXXXXXXXXX_!!0-item_pic.jpg
【12期免息】Samsung/三星 Galaxy S8 SM-G9508 移动4G+全网通,5688.00,62,https://detail.tmall.com/item.htm?id=550424903809&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/713805254/TB1Zp0vSVXXXXaMaXXXXXXXXXXX_!!0-item_pic.jpg
代购 Samsung/三星 GALAXY S8 Plus S8+ 全网通 双曲屏 防水手机,3910.00,59,https://item.taobao.com/item.htm?id=548115661905&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/359218751/TB2jqJ4uChlpuFjSspkXXa1ApXa_!!359218751.jpg
Samsung/三星 GALAXY S8+ S8 plus 双卡曲屏 港行全网通 皇帝版,4498.00,59,https://item.taobao.com/item.htm?id=547480745008&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/17178402/TB2OV9OawL8F1JjSspjXXbZgpXa_!!17178402.jpg
Samsung/三星 GALAXY S8 Plus S8 5.8 S8+ 6.2 韩版手机 韩国代购,3979.00,58,https://item.taobao.com/item.htm?id=547928066706&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/183143258/TB2eMAMcr_0UKFjy1XaXXbKfXXa_!!183143258.jpg
Samsung/三星 GALAXY S8 韩国代购 S8+韩版 原装正品 S8 PLUS曲屏,4050.00,55,https://item.taobao.com/item.htm?id=547612674573&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/833418186/TB2EwVtcbL9F1JjSZFwXXcSuVXa_!!833418186.jpg
Samsung/三星 GALAXY S8 plus国行韩版手机港版128g全新机galaxy,4118.00,55,https://item.taobao.com/item.htm?id=547614764436&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/125790011/TB2dlvdowxlpuFjy0FoXXa.lXXa_!!125790011.jpg
降价Samsung/三星 GALAXY S8 曲屏双卡全网通港行国行手机现货s8+,4258.00,50,https://item.taobao.com/item.htm?id=547903458399&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/206362892/TB2Mu7tm3xlpuFjSszgXXcJdpXa_!!206362892.jpg
港行现货Samsung/三星 GALAXY S8+ Plus曲屏 双卡全网通国行手机,4258.00,48,https://item.taobao.com/item.htm?id=547839704890&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/82515420/TB2SJALmYXlpuFjy1zbXXb_qpXa_!!82515420.jpg
Samsung/三星GALAXY S8全网通港行港版s8 edge国行美版4G手机现货,3368.00,46,https://item.taobao.com/item.htm?id=554948478064&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1905497791/TB2RkCLnJhvOuFjSZFBXXcZgFXa_!!1905497791.jpg
Samsung/三星 GALAXY S8+ G9550 6.2  港版/国行皇帝版128G 现货,4500.00,46,https://item.taobao.com/item.htm?id=549031881074&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/508192696/TB26UQcml4lpuFjy1zjXXcAKpXa_!!508192696.jpg
三星s8国行现货Samsung/三星 GALAXY S8SM-G9500 曲面屏正品蓝色,4728.00,45,https://item.taobao.com/item.htm?id=550092074309&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/60826753/TB2HzxSq90jpuFjy0FlXXc0bpXa_!!60826753.jpg
Samsung/三星 GALAXY S8+ Plus S8全网通全新 港行双曲屏手机,4088.00,45,https://item.taobao.com/item.htm?id=548320623072&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/579665249/TB2OYfXpypnpuFjSZFIXXXh2VXa_!!579665249.jpg
Samsung/三星 GALAXY S8港行全网通双卡曲屏手机,4280.00,44,https://item.taobao.com/item.htm?id=548455395211&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/788084086/TB2WRXyx4lmpuFjSZPfXXc9iXXa_!!788084086.jpg
Samsung/三星 GALAXY S8+ PLUS 港版代购 港行128G 皇帝版 电信4G,4950.00,41,https://item.taobao.com/item.htm?id=547745321949&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/598018974/TB2BzH9j9XlpuFjy0FeXXcJbFXa_!!598018974.jpg
Samsung/三星 GALAXY S8 SM-G9550皇帝版港版港行全网通防水手机,3898.00,36,https://item.taobao.com/item.htm?id=547797122108&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/682216222/TB2h9JWbX6.F1JjSZFPXXc0aFXa_!!682216222.jpg
现货 Samsung/三星 GALAXY S8+ plus港行美版全网通4G双曲屏手机,3850.00,35,https://item.taobao.com/item.htm?id=551829065564&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/197773005/TB2n4wYudRopuFjSZFtXXcanpXa_!!197773005.jpg
Samsung/三星 GALAXY S8+ plus64G/128G 6G+128G S8+现货玫瑰粉色,3949.00,34,https://item.taobao.com/item.htm?id=550192883412&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2847579148/TB291m9byj_F1JjSZFCXXc5eFXa_!!2847579148.jpg
可用天猫80券 Samsung/三星 Galaxy C7 SM-C7000 全网通4G手机s8,1988.00,33,https://detail.tmall.com/item.htm?id=542985375725&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1CDBGQFXXXXXlXXXXXXXXXXXX_!!0-item_pic.jpg
可用天猫80券 Samsung/三星 Galaxy C5 SM-C5000全网通4G手机s8,1598.00,31,https://detail.tmall.com/item.htm?id=542969469240&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1i4IZQpXXXXcVXVXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8 双曲屏S8+ S8plus 防水手机港版全国联保,4458.00,29,https://item.taobao.com/item.htm?id=547652285908&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/550827845/TB2hCqSaaZPyuJjy1zcXXXp1FXa_!!550827845.jpg
可用天猫80券 Samsung/三星 Galaxy Folder SM-G1600翻盖手机s8,1458.00,27,https://detail.tmall.com/item.htm?id=542941756211&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB16MjvQFXXXXbGXXXXXXXXXXXX_!!0-item_pic.jpg
北京现货 Samsung/三星 GALAXY S8 S8+ Plus 手机 4G 港版国行,4018.00,27,https://item.taobao.com/item.htm?id=549982002899&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/898225/TB2uMA6vm8mpuFjSZFMXXaxpVXa_!!898225.jpg
9期免息【送无线充+手表】Samsung/三星 Galaxy S8+ SM-G9550手机,6188.00,24,https://detail.tmall.com/item.htm?id=553819601880&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1J3RjSFXXXXXdXVXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8 plus 韩国代购 皇帝版 手机2017正品保障,3769.00,23,https://item.taobao.com/item.htm?id=547966578422&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2979/TB2uMZXmdRopuFjSZFtXXcanpXa_!!2979.jpg
【光头】Samsung/三星 GALAXY S8 Plus S8+ 全网通 曲屏 防水手机,4628.00,23,https://item.taobao.com/item.htm?id=546057230728&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1103982598/TB2coC_uypnpuFjSZFIXXXh2VXa_!!1103982598.jpg
Samsung/三星 GALAXY S8+ 港版三网/新加坡台版双4G  6.2英寸曲屏,4219.00,23,https://item.taobao.com/item.htm?id=549237561683&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/114533361/TB2z.ANqHBkpuFjy1zkXXbSpFXa_!!114533361.jpg
分期 Samsung/三星 GALAXY S8 全新原包原配港/美版  成都可自提,4000.00,22,https://item.taobao.com/item.htm?id=549397614589&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/278870548/TB2Ge4GcYMlyKJjSZFAXXbkLXXa_!!278870548.jpg
美版Samsung/三星 GALAXY S8美版s8现货三网4g,3950.00,22,https://item.taobao.com/item.htm?id=550235685621&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/3282082429/TB2POXbumFmpuFjSZFrXXayOXXa_!!3282082429.jpg
12期免息！Samsung/三星 Galaxy S8 SM-G9508 移动4G+手机中移动,5688.00,22,https://detail.tmall.com/item.htm?id=550159178601&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1x.HySpXXXXcCaXXXXXXXXXXX_!!0-item_pic.jpg
三星s8+现货Samsung/三星 GALAXY S8+SM-G9550双卡edge s8 plus,5299.00,21,https://item.taobao.com/item.htm?id=550125003023&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/60826753/TB2QYXrq9tkpuFjy0FhXXXQzFXa_!!60826753.jpg
Samsung/三星 GALAXY S8  S8+ Plus 三星s8 分期付款 以旧换新,3730.00,21,https://item.taobao.com/item.htm?id=549167365884&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/891643353/TB2oS3EnuJ8puFjy1XbXXagqVXa_!!891643353.jpg
降价Samsung/三星 GALAXY S8  双卡全网通国行港行手机现货 s8+,4258.00,21,https://item.taobao.com/item.htm?id=550068020863&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/82515420/TB2SJALmYXlpuFjy1zbXXb_qpXa_!!82515420.jpg
Samsung/三星 GALAXY S8+ G9550盖乐世s8 plus128G皇帝版国行现货,5688.00,20,https://item.taobao.com/item.htm?id=549478665312&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2902081902/TB2fasMXmuFJuJjSZJiXXXC4XXa_!!2902081902.jpg
9期0息速发多重好礼Samsung/三星 Galaxy S8 SM-G9500全网通手机,5688.00,20,https://detail.tmall.com/item.htm?id=553851814265&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1XxZlSXXXXXanXXXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8 Plus S8+ 曲屏全网通 双卡手机 防水正品,4436.00,20,https://item.taobao.com/item.htm?id=547672274525&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/554477085/TB22HnobTMlyKJjSZFFXXalVFXa_!!554477085.jpg
9期免息  Samsung/三星 Galaxy S8+ SM-G9550正品全网通PLUS手机,6188.00,19,https://detail.tmall.com/item.htm?id=553820473500&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1KdBHSFXXXXb4XXXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8+ S8 Plus曲屏全网通 港行双卡 防水手机,4378.00,19,https://item.taobao.com/item.htm?id=547739344941&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/443610326/TB2.j9fuwxlpuFjSszgXXcJdpXa_!!443610326.jpg
可用天猫80券 Samsung/三星 SM-G5520 ON5时尚版全网通手机s8,978.00,19,https://detail.tmall.com/item.htm?id=540500658605&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1NNs1QXXXXXcvapXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8+plus SM-G9550 代购 港行 港版 128G手机,4880.00,19,https://item.taobao.com/item.htm?id=553081000394&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/825020059/TB2Zboqw.hnpuFjSZFpXXcpuXXa_!!825020059.jpg
Samsung/三星 GALAXY S8 新加坡双4G 港版双卡三网 5.8英寸曲屏,4210.00,18,https://item.taobao.com/item.htm?id=551782534803&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/114533361/TB2BXuOubBmpuFjSZFuXXaG_XXa_!!114533361.jpg
多版本现货 Samsung/三星 GALAXY S8 S8+ Plus港行港版4G手机包邮,3308.00,18,https://item.taobao.com/item.htm?id=547754796330&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/197110317/TB22xJ1tiC9MuFjSZFoXXbUzFXa_!!197110317.jpg
速发+送豪礼Samsung/三星 Galaxy S7 Edge SM-G9350曲屏手机s8,3699.00,17,https://detail.tmall.com/item.htm?id=534066177560&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1wOyjSXXXXXc.XVXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8+Plus港版现货代购全新香港行澳版全网通,4390.00,16,https://item.taobao.com/item.htm?id=551736861042&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/678255272/TB2JPxFanAlyKJjSZFhXXc8XFXa_!!678255272.jpg
美版Samsung/三星 GALAXY S8+美版S8+S8plus现货三网4GS8+现货,4020.00,16,https://item.taobao.com/item.htm?id=550468383830&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/3282082429/TB2kYsOt0FopuFjSZFHXXbSlXXa_!!3282082429.jpg
【以旧换新+分期0首付】Samsung/三星 GALAXY S8 原装正品手机,4080.00,15,https://item.taobao.com/item.htm?id=551783490527&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/39874493/TB2rbuyXaAPyuJjy1XcXXXdjFXa_!!39874493.jpg
实体店韩版三星S8+ 8895CPUSamsung/三星 GALAXY S8+港版手机,4220.00,15,https://item.taobao.com/item.htm?id=549097127562&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/50931130/TB2PAVWu0hvOuFjSZFBXXcZgFXa_!!50931130.jpg
送三代无线充/12期免息Samsung/三星 Galaxy S8 SM-G9508 4G+手机,5688.00,14,https://detail.tmall.com/item.htm?id=550223459728&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1XcK9SpXXXXaGXVXXXXXXXXXX_!!0-item_pic.jpg
9期免息/送无线充Samsung/三星 Galaxy S8+ SM-G9550 S8plus手机,6188.00,14,https://detail.tmall.com/item.htm?id=549947360329&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1Q1SUSpXXXXcMaXXXXXXXXXXX_!!0-item_pic.jpg
9期免息 Samsung/三星 Galaxy S8+ SM-G9550 6+128GB 全网通手机,6988.00,14,https://detail.tmall.com/item.htm?id=553857978040&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1dWo5SpXXXXXyapXXXXXXXXXX_!!0-item_pic.jpg
【全国联保】Samsung/三星 GALAXY S8+ 手机S8Plus正品三星S8现货,4258.00,14,https://item.taobao.com/item.htm?id=552338276576&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2614310297/TB2lv1lvr4npuFjSZFmXXXl4FXa_!!2614310297.jpg
国行港行Samsung/三星 GALAXY S8+ plus 双卡全网通 港版手机现货,4100.00,14,https://item.taobao.com/item.htm?id=547663650131&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/858836825/TB2c_EewmVmpuFjSZFFXXcZApXa_!!858836825.jpg
国行现货Samsung/三星 GALAXY S8+ plus曲屏双卡三网通 港行手机,4258.00,13,https://item.taobao.com/item.htm?id=552177636027&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/206362892/TB2LaFttrXlpuFjSszfXXcSGXXa_!!206362892.jpg
上海实体店Samsung/三星 GALAXY S8/5.8屏 手机港版亚太 现货到！,4288.00,13,https://item.taobao.com/item.htm?id=549731585617&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/60746468/TB2KYnmaS.EF1JjSZPcXXaxaFXa_!!60746468.jpg
现货Samsung/三星 GALAXY S8/S8+正港行港版发票韩版全国联保曲屏,4050.00,13,https://item.taobao.com/item.htm?id=549653170025&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2534651412/TB2WGnuyohnpuFjSZFpXXcpuXXa_!!2534651412.jpg
Samsung/三星 GALAXY S8 SM-G9500 代购 港行 港版 手机s8,4330.00,13,https://item.taobao.com/item.htm?id=553151033460&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/825020059/TB2xaNexbxmpuFjSZJiXXXauVXa_!!825020059.jpg
现货速发送壳膜 Samsung/三星 Galaxy On7 SM-G6100 on7 4G手机s8,1499.00,13,https://detail.tmall.com/item.htm?id=540510412054&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1jzR2SpXXXXXzaFXXXXXXXXXX_!!0-item_pic.jpg
【9期免息】Samsung/三星Galaxy S8 SM-G9508 移动4G+旗舰手机,5688.00,12,https://detail.tmall.com/item.htm?id=550196715971&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2616970884/TB1m1tmSVXXXXb2XVXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8+ G9550 S8plus S8 港版/国行皇帝版128G,4158.00,12,https://item.taobao.com/item.htm?id=549588296546&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2809312084/TB2s2HIp0RopuFjSZFtXXcanpXa_!!2809312084.jpg
9期免息【抢无线充打印机】Samsung/三星 Galaxy S8 SM-G9500手机,5688.00,12,https://detail.tmall.com/item.htm?id=549992653360&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1zZGGSpXXXXX3aFXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8+ plus 双曲屏新品发布防水手机 西安现货,4380.00,12,https://item.taobao.com/item.htm?id=549664828806&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/278624885/TB22Hv5nC0jpuFjy0FlXXc0bpXa_!!278624885.jpg
Samsung/三星 GALAXY S8+ plus 双曲屏原装正品港韩美版双卡现货,4000.00,12,https://item.taobao.com/item.htm?id=549208780667&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1123136580/TB2k_Ovrl8kpuFjSspeXXc7IpXa_!!1123136580.png
Samsung/三星 GALAXY S8+ 和三星S8港版带票 国行也有 主打屏幕,4500.00,11,https://item.taobao.com/item.htm?id=551721387831&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1X_yXRpXXXXbhXFXXXXXXXXXX_!!0-item_pic.jpg
9期免息 Samsung/三星 GALAXY S8 SM-G9500全网通4g手机s8公开版,5688.00,11,https://detail.tmall.com/item.htm?id=553748272421&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1968013389/TB1WOx2SVXXXXaWXXXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8 Plus S8+ 全网通 双曲屏 防水手机,5498.00,11,https://item.taobao.com/item.htm?id=547707107965&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/657485497/TB257G1rSBjpuFjSsplXXa5MVXa_!!657485497.jpg
三星s8+G9550手机Samsung/三星 GALAXY S8+4G智能正品盖乐世8plus,5318.00,11,https://item.taobao.com/item.htm?id=551522991301&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/100960645/TB26J2JXxivIKJjSZFCXXcGhVXa_!!100960645.jpg
Samsung/三星 GALAXY S8全网通 全新港行 韩版双曲屏4G手机,3988.00,11,https://item.taobao.com/item.htm?id=548320635675&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/579665249/TB2xrPfpxBmpuFjSZFDXXXD8pXa_!!579665249.jpg
Samsung/三星 GALAXY S8/S8+ 盖乐世全网通4GLTE双卡曲屏防水手机,3880.00,10,https://item.taobao.com/item.htm?id=548449459595&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/59768634/TB2UmO3vm8mpuFjSZFMXXaxpVXa_!!59768634.jpg
Samsung/三星GALAXY S8全网通国行美版s8 edge港版港行4G手机现货,3368.00,10,https://item.taobao.com/item.htm?id=556382644684&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/807059/TB2CPujXsvhFuJjSZFsXXXBPpXa_!!807059.jpg
现货Samsung/三星 GALAXY S8+ Plus全网通港版S8美版双卡曲屏手机,3988.00,10,https://item.taobao.com/item.htm?id=548783970359&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/901611314/TB2ULYpoHlmpuFjSZFlXXbdQXXa_!!901611314.jpg
Samsung/三星 GALAXY S8 Plus 6.2寸韩版代购/港版代购,4220.00,10,https://item.taobao.com/item.htm?id=547771829243&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/126002329/TB2kti4mBNkpuFjy0FaXXbRCVXa_!!126002329.jpg
西安现货Samsung/三星 GALAXY S8 edge原装正品64g双曲屏手机新品,4180.00,9,https://item.taobao.com/item.htm?id=549712069914&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/278624885/TB2jYcmnB8lpuFjy0FnXXcZyXXa_!!278624885.jpg
国行4色现货Samsung/三星 GALAXY S8+ s8 g9550 g9500全面屏手机,4788.00,9,https://item.taobao.com/item.htm?id=551204793468&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/14200411/TB2jLJudCB0XKJjSZFsXXaxfpXa_!!14200411.jpg
三星Samsung/三星 GALAXY S8+ 韩版 原包全新6.2寸曲屏皇帝版现货,4300.00,9,https://item.taobao.com/item.htm?id=552016311761&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/78014911/TB2nzUnx5lnpuFjSZFgXXbi7FXa_!!78014911.jpg
Samsung/三星 GALAXY S8+ 港行港版代购原装正品手机 全国联保,4255.00,9,https://item.taobao.com/item.htm?id=556110281906&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1112611505/TB2RweHchf9F1JjSZFNXXbtIVXa_!!1112611505.jpg
Samsung/三星 GALAXY S8 SM-G9500 电信手机 港版代购 港行联保,4460.00,9,https://item.taobao.com/item.htm?id=547843686484&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/598018974/TB2VqsUj88kpuFjSspeXXc7IpXa_!!598018974.jpg
Samsung/三星 GALAXY S8 Plus 韩国代购 皇帝版 手机2017正品保障,3769.00,9,https://item.taobao.com/item.htm?id=547911728338&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2979/TB2h319g_cCL1FjSZFPXXXZgpXa_!!2979.jpg
三星S8正品国行手机Samsung/三星 GALAXY S8盖乐8全网通4G智能s8+,4758.00,9,https://item.taobao.com/item.htm?id=551514671018&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/100960645/TB2Ff1ncX6.F1JjSZFpXXcZjXXa_!!100960645.jpg
香港代购Samsung/三星 GALAXY S8港版美版全网通4G曲屏手机双卡,3908.00,9,https://item.taobao.com/item.htm?id=549822132158&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/70998815/TB2w0zVvNXlpuFjSsphXXbJOXXa_!!70998815.jpg
9期免息 Samsung/三星 Galaxy S8+ SM-G9550 4+64G 全网通手机s8,6188.00,8,https://detail.tmall.com/item.htm?id=553815609465&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1968013389/TB1VclDSVXXXXb0XVXXXXXXXXXX_!!0-item_pic.jpg
【送无线充+手表】Samsung/三星 Galaxy S8+ SM-G9550 6+128GB,6988.00,8,https://detail.tmall.com/item.htm?id=553820341668&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1J3RjSFXXXXXdXVXXXXXXXXXX_!!0-item_pic.jpg
Samsung/三星 GALAXY S8+ 港行S8Plus港版代购贴吧信誉【菠萝,4648.00,8,https://item.taobao.com/item.htm?id=553759883052&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2768737814/TB2I7aYArJmpuFjSZFwXXaE4VXa_!!2768737814.jpg
分9期免息┃Samsung/三星 Galaxy S8 SM-G9500 全网通版4G手机,5688.00,8,https://detail.tmall.com/item.htm?id=553768037485&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1Ge_4SXXXXXbLXFXXXXXXXXXX_!!0-item_pic.jpg
现货Samsung/三星 GALAXY S8 S8+ S8 Plus港版代购4G智能手机,4220.00,8,https://item.taobao.com/item.htm?id=551646637825&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/45882786/TB2j_Ygt.dnpuFjSZPhXXbChpXa_!!45882786.jpg
